Rk;Player;Nation;Pos;Squad;Comp;Age;Born;MP;Starts;Min;90s;Goals;Shots;SoT;SoT%;G/Sh;G/SoT;ShoDist;ShoFK;ShoPK;PKatt;PasTotCmp;PasTotAtt;PasTotCmp%;PasTotDist;PasTotPrgDist;PasShoCmp;PasShoAtt;PasShoCmp%;PasMedCmp;PasMedAtt;PasMedCmp%;PasLonCmp;PasLonAtt;PasLonCmp%;Assists;PasAss;Pas3rd;PPA;CrsPA;PasProg;PasAtt;PasLive;PasDead;PasFK;TB;PasPress;Sw;PasCrs;CK;CkIn;CkOut;CkStr;PasGround;PasLow;PasHigh;PaswLeft;PaswRight;PaswHead;TI;PaswOther;PasCmp;PasOff;PasOut;PasInt;PasBlocks;SCA;ScaPassLive;ScaPassDead;ScaDrib;ScaSh;ScaFld;ScaDef;GCA;GcaPassLive;GcaPassDead;GcaDrib;GcaSh;GcaFld;GcaDef;Tkl;TklWon;TklDef3rd;TklMid3rd;TklAtt3rd;TklDri;TklDriAtt;TklDri%;TklDriPast;Press;PresSucc;Press%;PresDef3rd;PresMid3rd;PresAtt3rd;Blocks;BlkSh;BlkShSv;BlkPass;Int;Tkl+Int;Clr;Err;Touches;TouDefPen;TouDef3rd;TouMid3rd;TouAtt3rd;TouAttPen;TouLive;DriSucc;DriAtt;DriSucc%;DriPast;DriMegs;Carries;CarTotDist;CarPrgDist;CarProg;Car3rd;CPA;CarMis;CarDis;RecTarg;Rec;Rec%;RecProg;CrdY;CrdR;2CrdY;Fls;Fld;Off;Crs;TklW;PKwon;PKcon;OG;Recov;AerWon;AerLost;AerWon%
1174;Theo Hernández;FRA;DF;Milan;Serie A;24;1997;32;30;2711;30.sty;0.17;sty.33;0.43;32.5;0.1;0.31;24;0.17;0.03;0.07;47.2;58.1;81.2;858.9;307.3;22.maj;25.sty;89.5;18.cze;21.sie;85.3;maj.32;08.wrz;59.7;0.17;sty.66;lut.89;01.lut;0.5;04.wrz;58.1;46.3;11.sie;lut.29;0.17;maj.32;02.mar;lut.29;01.maj;0.2;sty.16;0;37.6;10.kwi;10.sty;45.1;mar.36;sty.13;lip.97;0;47.2;0.13;0.7;sty.83;sty.73;lut.92;sty.59;0.76;0.1;0.13;0.27;0.07;0.5;0.37;0;0.07;0.07;0;0;02.cze;sty.43;01.kwi;0.5;0.17;0.66;sty.16;57.1;0.5;12.sie;kwi.19;32.7;maj.22;maj.32;lut.26;sty.26;0.17;0;01.sty;sty.83;mar.89;sty.13;0.07;68.9;lut.52;20.sty;35.1;20.wrz;lut.26;57.8;sty.56;lut.62;59.5;sty.63;0.13;45.3;297;194;cze.41;lut.43;0.83;sty.23;01.mar;46.8;42.8;91.3;lut.79;0.23;0.07;0.03;01.lut;lut.62;0.27;lut.29;sty.43;0;0;0;lip.44;0.8;0.53;60
1175;Hernani;BRA;MFFW;Genoa;Serie A;28;1994;18;7;682;07.cze;0;sty.32;0.53;40;0;0;20.mar;0.39;0;0;23.kwi;32.5;72.1;396.8;87.6;13.lut;15.wrz;82.6;07.lis;wrz.87;72;02.maj;kwi.21;59.4;0;0.26;sty.58;0.39;0.13;sty.84;32.5;30.sty;lut.37;sty.45;0;lip.63;sty.32;0.39;0.53;0.26;0.26;0;21.lut;maj.92;maj.39;maj.13;22.wrz;lut.37;0.13;0.53;23.kwi;0;sty.32;sty.58;sty.71;0.66;0.53;0;0;0;0.13;0;0;0;0;0;0;0;0;lut.76;sty.97;sty.18;sty.32;0.26;sty.58;mar.95;40;lut.37;25.lip;cze.45;25.sty;cze.84;13.lip;maj.13;lut.76;0.53;0;lut.24;sty.32;04.sie;0.53;0;45.9;02.lis;wrz.34;27.sty;12.sty;sty.84;43.6;0.79;sty.45;54.5;0.92;0.13;24.wrz;120.9;51.6;03.mar;0.92;0.39;sty.45;02.lis;37.2;27.cze;74.2;lut.76;0;0;0;sty.71;sty.32;0.26;0.39;sty.97;0;0.13;0;lip.24;sty.97;02.maj;44.1
1176;Ander Herrera;ESP;MF;Paris S-G;Ligue 1;32;1989;19;12;1091;12.sty;0.25;sty.16;0.25;21.kwi;0.21;1;20.cze;0;0;0;80;87;91.9;1315.8;310.4;42.5;44.9;94.7;28.maj;30.maj;93.5;lip.27;09.sty;80.7;0.17;sty.57;08.cze;sty.24;0;maj.87;87;86;01.lip;0.91;0.58;wrz.34;0.91;0.58;0.08;0;0.08;0;73.7;lip.19;06.gru;12.sty;72.8;01.kwi;0.08;0.58;80;0.41;0.66;sty.98;0.66;mar.22;lut.98;0;0.08;0.08;0;0.08;0.58;0.5;0;0;0;0;0.08;lut.23;sty.49;0.58;sty.16;0.5;01.lip;mar.14;34.2;02.lip;17.wrz;05.gru;28.lip;mar.97;wrz.17;kwi.71;sty.32;0.66;0;0.66;sty.98;kwi.21;0.83;0;96.5;lut.98;18.mar;58.7;23.lip;sty.32;95.5;0.58;0.83;70;0.58;0;69.1;267.9;134.5;cze.36;sty.16;0.08;01.lip;0.66;83.6;79.4;95;lut.64;0.17;0;0;01.kwi;0.58;0.25;0.58;sty.49;0;0;0;sie.51;0;0.5;0
1177;Héctor Herrera;MEX;MF;Atlético Madrid;La Liga;32;1990;21;8;859;09.maj;0;0.95;0.42;44.4;0;0;23.sie;0;0;0;58.4;68.4;85.4;1073.3;322;27.lut;29.mar;92.8;22.sty;25.lut;87.9;lip.37;10.wrz;67.3;0;0.95;maj.89;0.84;0.32;maj.16;68.4;64.9;mar.47;lut.84;0.11;wrz.79;lut.63;0.84;0.21;0;0.11;0;49.7;lip.26;11.maj;10.sie;51.6;03.maj;0.42;0.53;58.4;0.11;sty.26;lut.53;0.74;sty.79;sty.47;0.11;0.21;0;0;0;0.21;0.21;0;0;0;0;0;lut.95;sty.68;sty.37;sty.47;0.11;0.95;lut.53;37.5;sty.58;21.lut;06.lis;28.wrz;lip.68;10.sie;lut.63;02.lis;0.11;0;2;sty.68;kwi.63;lut.63;0;81.5;mar.47;18.cze;51.7;14.cze;0.84;78.1;01.maj;sty.68;62.5;sty.16;0;55.5;264.6;142.5;lip.37;sty.47;0;sty.16;0.53;58.5;55.1;94.1;sty.47;0.42;0;0;lut.53;sty.58;0.11;0.84;sty.68;0;0.11;0;11.sie;mar.26;lut.42;57.4
1178;Sergio Herrera;ESP;GK;Osasuna;La Liga;28;1993;36;36;3240;36;0;0;0;0;0;0;0;0;0;0;18.mar;31.9;57.3;875.8;703.6;0.94;0.97;97.1;kwi.44;kwi.56;97.6;12.sie;26.mar;48.9;0;0.03;sty.72;0;0;0;31.9;19.lip;12.lut;mar.72;0;sty.67;0.92;0;0;0;0;0;cze.64;0.89;24.mar;sty.44;24.maj;0.14;0.03;02.lis;18.mar;0.06;sty.14;0.53;0.08;0.03;0.03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11;0;0.11;0.19;0.03;14.mar;0.19;0;0;0.06;0;0;0.06;0;0;0.03;0.03;34.7;27.lip;34.3;0.44;0;0;22.sie;0.08;0.11;75;0.08;0;15.lut;105.9;58.1;0;0;0;0;0;11.wrz;11.wrz;99.8;0;0.08;0;0;0;0.33;0;0;0;0;0;0;maj.17;0;0;0
1179;Yangel Herrera;VEN;MF;Espanyol;La Liga;24;1998;23;19;1645;18.mar;0.05;0.82;0.16;20;0.07;0.33;18.lip;0;0;0;39.2;46.9;83.6;660.1;186.6;18.wrz;21.lip;86.9;16.sty;19;84.8;mar.17;kwi.26;74.4;0.05;0.66;03.maj;0.33;0.05;03.cze;46.9;45.8;01.wrz;0.93;0.05;11.wrz;0.55;0.44;0;0;0;0;34.3;maj.36;lip.21;wrz.84;31.2;lut.84;0;0.22;39.2;0.22;0.33;sty.42;sty.15;sty.31;0.93;0;0.11;0.05;0.16;0.05;0.22;0.11;0;0;0;0.05;0.05;lut.79;lut.46;01.wrz;sty.37;0.33;0.44;sty.37;32;0.93;23.wrz;lip.65;32;sie.47;12.mar;03.lis;sty.64;0.27;0;sty.37;sty.64;kwi.43;lut.19;0;60.1;mar.17;16.kwi;37;wrz.78;01.kwi;59.1;sty.15;sty.69;67.7;01.lut;0.11;39.5;156.1;60.3;lut.35;0.77;0;01.kwi;sty.69;44.8;39.9;89.3;lut.35;0.38;0.05;0.05;lut.84;lut.51;0.05;0.44;lut.46;0;0;0;wrz.23;mar.66;mar.28;52.8
1180;Patrick Herrmann;GER;DFFW;M'Gladbach;Bundesliga;31;1991;23;5;754;08.kwi;0;sty.79;0.48;26.lip;0;0;15.mar;0.12;0;0;31.mar;44.3;70.7;585.6;209.6;15.sie;19.cze;80.6;10.cze;13.maj;78.8;kwi.52;wrz.52;47.5;0.48;lut.14;01.lip;sty.43;0.48;mar.69;44.3;34.8;wrz.52;lut.26;0.24;lip.86;lut.14;mar.69;lut.62;sty.19;01.lip;0.24;24.mar;sie.45;11.maj;mar.21;35.2;0.95;kwi.64;0;31.mar;0.12;0.48;lut.38;lut.14;mar.45;lut.14;01.lip;0.12;0.12;0;0;0.71;0.6;0.12;0;0;0;0;02.lut;0.83;0.6;0.95;0.48;sty.19;lut.98;40;sty.79;16;maj.24;32.8;mar.93;lip.26;kwi.76;sty.43;0.12;0;sty.31;0.95;lut.98;0.95;0;55.4;sty.67;wrz.88;20.maj;28.maj;mar.69;46.1;01.lip;sty.55;69.2;01.lip;0;32.3;153.5;84.9;04.kwi;sty.31;0.71;sty.67;sty.55;40.4;32.7;81.1;06.lip;0.12;0;0;0.95;sty.31;0.48;mar.69;0.83;0;0;0;lip.14;0.36;0.83;30
1181;Son Heung-min;KOR;FWMF;Tottenham;Premier League;29;1992;35;35;3006;33.4;0.69;lut.57;sty.41;54.7;0.27;0.49;15.kwi;0.06;0;0;27.wrz;36.6;76.3;434.5;105.7;15.wrz;17.cze;90.1;sie.92;10.sie;82.8;lut.31;cze.14;37.6;0.21;lut.13;01.maj;sty.35;0.12;lut.28;36.6;30.mar;cze.35;sty.23;0.09;maj.48;01.lis;sty.95;04.lip;sty.77;sty.74;0.12;26.sty;mar.68;cze.83;mar.98;31;0.99;0.18;0.15;27.wrz;0.12;0.39;sty.23;sty.23;mar.86;lut.25;01.maj;0.12;0.24;0.18;0.03;0.45;0.24;0.12;0;0;0.09;0;0.57;0.36;0.21;0.27;0.09;0.15;0.78;19.lut;0.63;11.maj;lut.87;25.sty;sty.95;maj.69;mar.83;0.96;0.24;0;0.72;0.87;sty.44;0.33;0;47.2;0.42;kwi.82;18.lip;27.lut;5;41;sty.53;lut.57;59.3;sty.71;0.09;32.4;198.6;110.2;maj.54;sty.98;sty.59;sty.77;sty.98;46.9;32.7;69.8;lip.66;0.06;0;0;0.51;sty.38;0.48;sty.95;0.36;0.06;0;0;05.mar;0.45;sty.44;23.sie
1182;Daan Heymans;BEL;MFFW;Venezia;Serie A;22;1999;7;2;256;02.sie;0;01.lip;0.36;33.3;0;0;13.lut;0;0;0;28.lut;34.6;81.4;484.6;96.4;12.sty;15;81;13.lut;15;88.1;02.maj;mar.57;70;0.36;0.71;sty.79;0.71;0.36;sty.79;34.6;33.6;01.lip;0.36;0;maj.36;0;01.lip;0;0;0;0;24.mar;kwi.64;maj.71;5;25.kwi;02.maj;0;0;28.lut;0.36;0.71;0.36;0.71;sty.43;sty.43;0;0;0;0;0;0.36;0.36;0;0;0;0;0;sty.43;sty.43;0.36;0.71;0.36;0.71;02.maj;28.cze;sty.79;15.lip;02.maj;15.wrz;kwi.64;wrz.29;sty.79;lut.86;01.lip;0;sty.79;sty.43;lut.86;01.lip;0;46.8;mar.21;11.kwi;22.wrz;13.lut;lut.14;45.7;0.71;01.lip;66.7;0.71;0.36;24.cze;104.3;43.6;sty.79;0;0;02.maj;0;37.9;30.kwi;80.2;mar.93;sty.43;0;0;lut.86;0.36;0;01.lip;sty.43;0;0;0;06.lip;02.maj;01.lip;70
1183;Aaron Hickey;SCO;DF;Bologna;Serie A;19;2002;36;34;2820;31.mar;0.16;0.67;0.42;61.9;0.24;0.38;21;0;0;0;34.1;41.7;81.8;534.5;171.3;18.lut;20;91;13.maj;16.kwi;82.2;sty.92;mar.67;52.2;0.03;0.58;sty.18;0.7;0.29;sty.63;41.7;33.1;sie.63;0.73;0.03;cze.65;0.32;sty.25;0;0;0;0;27.mar;sie.27;06.sty;19;13.maj;01.lut;lip.89;0.06;34.1;0.06;0.35;01.gru;0.99;sty.25;01.maj;0.03;0.06;0;0.06;0.03;0.13;0.13;0;0;0;0;0;sty.44;0.7;0.73;0.38;0.32;0.51;0.86;59.3;0.35;12.sie;mar.51;27.kwi;cze.13;kwi.44;lut.24;02.lis;0.48;0;sty.63;sty.25;lut.68;sty.47;0;52.6;3;16.maj;23.lip;16;01.maj;44.2;0.89;sty.76;50.9;01.gru;0.06;33.5;171.7;94.9;kwi.22;sty.44;0.32;01.lut;0.86;35.9;31.mar;87.2;lut.43;0.22;0;0;sty.44;02.kwi;0.13;sty.25;0.7;0;0;0;maj.75;0.54;sty.31;29.mar
1184;Piero Hincapié;ECU;DF;Leverkusen;Bundesliga;20;2002;27;20;1754;19.maj;0.05;0.46;0.05;11.sty;0.11;1;14.mar;0;0;0;51.2;61.8;82.8;953.8;317.2;20.sty;21.wrz;91.4;24.kwi;27.lut;89.6;maj.69;wrz.59;59.4;0.1;0.41;lut.41;0.41;0.15;mar.44;61.8;54.5;lip.33;0.72;0.05;sie.97;0.72;0.67;0;0;0;0;43.1;10.lip;8;44.6;lip.38;01.wrz;maj.69;0.26;51.2;0.05;0.92;01.wrz;01.wrz;0.87;0.77;0;0;0.1;0;0;0.21;0.15;0;0;0.05;0;0;sty.95;sty.23;sty.38;0.56;0;0.97;sty.64;59.4;0.67;14.maj;cze.26;43.3;sie.46;kwi.92;01.sie;lut.26;0.82;0;sty.44;lut.87;kwi.82;mar.18;0;74.8;sie.41;33.7;40.5;lip.64;0.82;67.5;0.87;sty.44;60.7;0.87;0.1;46.6;298.7;171.4;kwi.72;sty.59;0.05;0.87;0.77;48.6;45.8;94.3;0.92;0.26;0;0;sty.49;0.77;0.15;0.67;sty.23;0;0;0;wrz.18;lut.92;02.sty;58.2
1185;Martin Hinteregger;AUT;DF;Eint Frankfurt;Bundesliga;29;1992;27;25;2222;24.lip;0.04;0.65;0.16;25;0.06;0.25;20.lut;0;0;0;43.1;53.8;80.1;956.2;359.6;11.sie;13.cze;87.2;23.kwi;26;90;lip.57;13.sty;57.7;0;0.28;03.sie;0.28;0;lut.91;53.8;51.1;lut.75;lut.23;0.08;07.wrz;01.sty;0.08;0;0;0;0;34.2;maj.63;14;35.2;11.kwi;kwi.45;0.49;0.12;43.1;0.08;01.sty;sty.21;01.sty;0.61;0.4;0;0;0.12;0.04;0.04;0.12;0.04;0;0;0.04;0.04;0;lut.47;sty.42;sty.42;0.97;0.08;0.89;sty.62;55;0.73;11.mar;kwi.25;37.8;maj.99;kwi.94;0.32;lut.23;0.69;0.08;sty.54;lut.63;05.sty;maj.67;0.04;67.4;sie.26;38.1;30.sie;sty.66;0.81;64.9;0.12;0.24;50;0.12;0.04;34.5;202.4;77.6;sty.17;0.16;0;0.28;0.2;36;35.3;97.9;0.16;0.24;0;0;sty.34;01.mar;0;0.08;sty.42;0;0.04;0;14.lip;03.cze;lut.27;61.4
1186;Marwin Hitz;SUI;GK;Dortmund;Bundesliga;34;1987;5;4;405;04.maj;0;0;0;0;0;0;0;0;0;0;34.4;39.3;87.6;943.6;481.3;6;cze.22;96.4;14.lip;14.wrz;98.5;13.sie;18.lut;75.6;0;0;0;0;0;0;39.3;30.lip;sie.67;2;0;lut.67;0.44;0;0;0;0;0;30;sty.56;lip.78;maj.33;26.lip;0;0.22;cze.67;34.4;0;0.44;0.89;0.44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;36.9;42;0.22;0;0;33.3;0;0;0;0;0;20.wrz;83.3;33.1;0;0;0;0;0;20.lut;20.lut;100;0;0;0;0;0;0;0;0;0;0;0;0;cze.67;0;0;0
1187;Ki-Jana Hoever;NED;DF;Wolves;Premier League;20;2002;8;4;308;03.kwi;0;0.29;0;0;0;0;22.lut;0;0;0;33.2;46.8;71.1;574.4;190.3;15;18.lut;82.3;15.mar;21.lut;72.2;lut.35;04.gru;57.1;0;0.29;sty.18;0.59;0.29;lut.35;46.8;35.9;10.wrz;sty.18;0;kwi.41;0.59;lut.35;0;0;0;0;25.wrz;12.sty;sie.82;kwi.71;30.cze;sty.47;wrz.71;0;33.2;0.29;02.cze;lut.65;lut.35;0.88;0.88;0;0;0;0;0;0;0;0;0;0;0;0;kwi.71;lut.94;mar.53;sty.18;0;sty.47;mar.82;38.5;lut.35;23.sie;lip.35;30.wrz;11.sie;sie.82;mar.24;sty.76;0;0;sty.76;sty.47;cze.18;lut.35;0;58.8;lut.65;17.sty;26.lut;17.wrz;0.88;49.1;0.29;02.cze;14.mar;0.29;0;30.cze;172.6;110.9;mar.82;0.59;0.88;0.59;0.88;37.4;30.wrz;82.7;sty.47;0.29;0;0;sty.47;sty.18;0.29;lut.35;lut.94;0;0;0;cze.76;sty.18;sty.18;50
1188;Nicolas Höfler;GER;MF;Freiburg;Bundesliga;32;1990;30;30;2600;28.wrz;0.07;01.lis;0.35;31.mar;0.06;0.2;15.maj;0;0;0;35.2;41.8;84;632.5;173.6;15.mar;17;89.8;15.wrz;18.mar;86.9;mar.29;kwi.95;66.4;0.14;0.66;lut.66;0.55;0.07;04.sty;41.8;40.3;sty.56;0.87;0.1;08.cze;0.66;0.38;0;0;0;0;29.sie;kwi.81;07.lut;12.mar;24.wrz;lut.63;0.07;0.28;35.2;0.1;0.45;0.9;0.62;sty.25;01.kwi;0;0;0.1;0.1;0;0.24;0.14;0;0;0.03;0.07;0;02.lip;sty.87;sty.35;01.lis;0.24;0.93;lut.32;40.3;sty.38;18.lip;06.mar;33.6;cze.64;wrz.48;02.cze;sty.97;0.87;0;01.lis;sty.59;kwi.29;sty.49;0;52.4;mar.53;14.lip;31.sie;sie.69;sty.21;51;0.83;01.lis;75;0.87;0;30.kwi;134.3;55.6;01.sie;0.73;0.07;0.69;0.55;30.sie;29.2;94.8;0.69;0.17;0;0;02.sty;sty.38;0;0.38;sty.87;0.03;0.03;0;12.lut;lut.53;sty.97;56.2
1189;Jonas Hofmann;GER;MFFW;M'Gladbach;Bundesliga;29;1992;26;24;2078;23.sty;0.52;lut.29;0.91;39.6;0.23;0.57;16;0.17;0;0;43.2;55.2;78.3;781.6;219.9;20.sty;22.cze;89.3;14.wrz;17.lip;84.1;cze.62;11.maj;57.5;0.22;03.lut;lut.42;01.mar;0.22;mar.85;55.2;46.8;sie.35;lut.99;0.09;wrz.61;lut.38;01.cze;03.wrz;sty.21;02.mar;0.13;38.6;cze.49;10.sty;09.maj;42.4;sty.77;sty.26;0.3;43.2;0.35;0.52;sty.86;sty.82;maj.58;mar.38;sty.73;0.09;0.13;0.17;0.09;0.48;0.43;0;0.04;0;0;0;sty.82;sty.21;0.52;0.91;0.39;0.65;sty.82;35.7;sty.17;20.wrz;cze.15;29.kwi;kwi.55;10.maj;maj.89;sty.39;0.09;0;01.mar;sty.21;03.mar;0.61;0;66.5;sty.26;wrz.96;35.3;25.mar;kwi.59;58.3;0.69;sty.73;40;0.78;0.04;41.5;218.1;112.3;maj.76;sty.65;01.kwi;sty.69;sty.39;55.4;45.8;82.7;07.sty;0.04;0;0;01.kwi;0.95;0.3;01.cze;sty.21;0;0;0;cze.67;0.43;0.69;38.5
1190;Rob Holding;ENG;DF;Arsenal;Premier League;26;1995;15;9;845;09.kwi;0.11;0.43;0.11;25;0.25;1;06.sie;0;0;0;44.5;50.4;88.2;918.6;224.8;12.cze;13.lip;91.5;25.kwi;26.wrz;94.5;06.cze;sie.94;67.9;0;0;sty.81;0;0;sty.49;50.4;48.7;01.lip;0.74;0;06.cze;01.cze;0;0;0;0;0;39.6;mar.62;lip.23;cze.28;39.8;lut.34;0.74;0.11;44.5;0;0.96;0.74;0.53;0.32;0.32;0;0;0;0;0;0;0;0;0;0;0;0;sty.28;0.74;01.cze;0.11;0.11;0.53;0.85;62.5;0.32;06.cze;02.lut;30.cze;mar.72;lut.45;0.43;lut.66;sty.91;0;0.74;01.cze;lut.87;maj.32;0;61.6;10;31.lip;30.lip;02.lut;0.64;60;0.11;0.32;33.3;0.11;0;37.2;170.1;83.3;01.lip;0.21;0;0.11;0.32;39.7;38.7;97.6;0;0.43;0.11;0.11;0.96;0.43;0;0;0.74;0;0;0;wrz.36;lut.98;lut.23;57.1
1191;Lucas Höler;GER;FWMF;Freiburg;Bundesliga;27;1994;34;30;2583;28.lip;0.24;lut.13;0.91;42.6;0.11;0.27;13.wrz;0;0;0;21.wrz;31.maj;69.5;313.1;63.8;13.lut;17.cze;75.1;cze.31;sie.71;72.4;sty.25;lut.13;59;0.07;sty.25;sty.15;01.sty;0.07;lut.16;31.maj;30;sty.46;0;0.1;11.lip;0.35;0.84;0;0;0;0;18.mar;cze.79;cze.38;mar.34;20.sie;lut.13;0.14;0.66;21.wrz;0.1;0.35;sty.36;01.maj;lut.96;lut.23;0;0.03;0.24;0.42;0.03;0.35;0.21;0;0.03;0.03;0.03;0.03;sty.32;0.98;0.45;0.49;0.38;0.21;0.77;27.mar;0.56;18.mar;maj.37;29.mar;lut.93;sie.15;lip.21;sty.22;0.17;0;01.maj;0.77;02.wrz;0.98;0;46;sty.15;maj.64;19.kwi;23.maj;kwi.91;44.5;0.59;01.cze;37;0.73;0.14;25.wrz;117.6;52.6;lut.37;0.63;0.35;3;lut.16;53.4;33.8;63.4;08.sty;0.07;0;0;sty.36;lut.37;0.49;0.84;0.98;0.03;0;0;maj.51;maj.23;kwi.36;54.5
1192;Mason Holgate;ENG;DF;Everton;Premier League;25;1996;25;23;2134;23.lip;0.08;0.3;0.08;28.cze;0.29;1;09.sie;0;0;0;23.sie;33.9;70.2;562.6;185.4;06.lut;lip.64;81.2;11.kwi;14.maj;78.8;maj.78;11;52.7;0.04;0.08;sty.69;0.08;0;01.cze;33.9;31.mar;lut.57;sty.48;0;kwi.85;01.cze;0.13;0;0;0;0;18.kwi;03.kwi;12.kwi;05.lut;22.sie;03.kwi;01.maj;0.13;23.sie;0.13;sty.18;0.76;0.42;0.13;0.13;0;0;0;0;0;0.04;0.04;0;0;0;0;0;sty.86;01.sty;sty.31;0.51;0.04;0.59;sty.27;46.7;0.68;wrz.75;mar.29;33.8;maj.99;03.gru;0.63;sty.27;0.8;0.08;0.46;sty.77;mar.63;maj.36;0;44.6;lip.43;23.maj;21;lut.32;0.59;42.1;0.04;0.08;50;0.04;0;19.lut;105.7;51.2;0.89;0.21;0;0.08;0.34;21.lip;21;96.7;0.04;0.3;0.04;0;sty.18;0.72;0;0.13;01.sty;0;0;0.04;wrz.87;mar.21;sty.48;68.5
1193;Gerrit Holtmann;PHI;FWMF;Bochum;Bundesliga;27;1995;29;23;1840;20.kwi;0.25;02.mar;0.98;42.6;0.11;0.25;20.mar;0;0;0;12.sty;17.wrz;67.7;195.1;63.9;cze.72;sie.24;81.5;mar.73;maj.54;67.3;sty.13;lut.75;41.1;0.2;sty.37;0.69;sty.32;0.69;sty.81;17.wrz;17.kwi;0.49;0.1;0.1;mar.14;0.98;02.cze;0;0;0;0;11.lip;03.kwi;mar.19;14.lut;02.cze;0.78;0.34;0.25;12.sty;0.15;0.34;0.59;sty.18;lut.94;lut.16;0;0.49;0.1;0.05;0.15;0.44;0.29;0;0.1;0.05;0;0;0.64;0.29;0.29;0.15;0.2;0.05;sty.13;04.mar;01.sie;15.sty;04.lip;26.wrz;lut.79;kwi.61;lip.75;sty.32;0.1;0;sty.23;01.sie;sty.72;0.2;0;32;0.44;mar.68;13;19.lut;mar.19;31.maj;lut.25;kwi.46;50.5;02.kwi;0.34;24.kwi;156;105.8;maj.29;sty.91;sty.47;lut.65;lut.65;36.2;22;60.8;05.sty;0;0;0;sty.13;0.78;0.25;02.cze;0.29;0;0;0;05.sty;0.34;sty.76;16.mar
1194;Martin Hongla;CMR;MF;Hellas Verona;Serie A;24;1998;18;7;651;07.lut;0.14;sty.25;0.56;44.4;0.11;0.25;19.sty;0;0;0;32.5;42.2;77;638.9;128.1;13.sty;15.sie;82.5;12.cze;16.sty;78.4;maj.97;sie.47;70.5;0;0.14;lut.22;0.42;0;lut.36;42.2;41.5;0.69;0.56;0;sie.33;sty.81;0.42;0;0;0;0;27.kwi;cze.39;sie.47;cze.25;29.lip;kwi.17;0.14;0.14;32.5;0.14;0.97;0.97;01.lis;0.97;0.69;0;0;0;0;0.28;0;0;0;0;0;0;0;03.cze;sty.81;sty.25;01.lis;0.69;0.69;sty.25;55.6;0.56;15;kwi.86;32.4;maj.28;08.cze;sty.67;0.69;0.28;0;0.42;sty.39;kwi.44;lut.78;0;53.2;mar.33;12.maj;31.9;11.lip;0.69;52.6;0.14;0.42;33.3;0.14;0;32.6;166.5;60.7;mar.19;0.97;0.28;0.69;sty.39;34.6;31;89.6;01.lis;0.42;0;0;lut.22;0.69;0;0.42;sty.81;0;0;0;11.sie;lut.36;02.maj;48.6
1195;Franck Honorat;FRA;MFFW;Brest;Ligue 1;25;1996;34;34;2899;32.2;0.34;sty.89;0.93;49.2;0.18;0.37;20.lut;0.03;0;0;26.sty;38;68.7;472.2;146.7;12.wrz;16;80.4;sie.79;12.lip;69.2;mar.48;cze.99;49.8;0.12;02.lut;sty.18;sty.49;0.68;lut.76;38;33.7;kwi.35;0.9;0.03;kwi.91;lut.58;mar.91;sty.61;0.56;0.71;0.09;22.lip;cze.27;09.sty;kwi.19;29.wrz;sty.34;sty.74;0.19;26.sty;0.09;01.lut;sty.74;sty.43;03.lip;lut.17;0.62;0.4;0.19;0.19;0.12;0.43;0.19;0;0.09;0.06;0.09;0;sty.86;sty.34;0.78;0.56;0.53;0.59;01.kwi;42.2;0.81;17.mar;kwi.69;27.sty;mar.98;lip.33;maj.99;sty.37;0.06;0;01.mar;01.lut;lut.89;0.59;0;49.5;0.87;cze.93;18.wrz;28.mar;mar.73;45.2;01.wrz;lut.39;45.5;sty.21;0.22;31.sie;187.4;126.4;maj.96;lut.48;sty.24;02.lis;01.mar;44.8;33.6;74.9;cze.74;0.09;0;0;0.81;0.71;0.16;mar.91;sty.34;0.09;0;0;maj.75;0.75;sty.21;38.1
1196;Justin Hoogma;NED;DF;Greuther Fürth;Bundesliga;23;1998;3;3;270;3;0;0;0;0;0;0;0;0;0;0;47.7;57;83.6;1139;391.7;10.mar;11.mar;91.2;26;28.mar;91.8;11.mar;17;66.7;0;0.33;3;0;0;sty.33;57;54.3;lut.67;sty.33;0;6;0.67;0;0;0;0;0;41.7;maj.33;10;47;6;2;sty.33;0;47.7;0;0.67;2;0.67;0.33;0.33;0;0;0;0;0;0;0;0;0;0;0;0;sty.33;1;1;0.33;0;1;lut.33;42.9;sty.33;wrz.67;lut.33;24.sty;kwi.33;maj.33;0;2;sty.67;0;0.33;sty.67;3;mar.67;0;65.3;7;38.3;28.lip;sty.33;0;62.7;0;0;0;0;0;47;216;103;sty.33;0;0;0;0;48.7;47.3;97.3;0;0.33;0;0;sty.67;0;0;0;1;0;0;0;maj.33;lut.67;1;72.7
